,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms,puntuacion_media
247,745459,0,1,Acacias,Arganzuela,Private room in apartment,Private room,1.0,2.0,35.0,1,17,5,0.21,1.0,4.888888888888889
248,745664,0,1,Acacias,Arganzuela,Private room in apartment,Private room,1.0,2.0,35.0,289,395,5,4.74,1.0,4.818965517241379
249,747873,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,69.0,232,263,3,2.55,1.0,4.883597883597884
250,748854,1,1,Acacias,Arganzuela,Private room in bed and breakfast,Private room,1.0,0.0,18.0,180,149,4,1.49,1.5,4.650943396226415
252,750257,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,75.0,346,23,3,0.25,1.0,4.611111111111111
253,751527,1,1,Universidad,Centro,Entire apartment,Entire home/apt,4.0,6.0,205.0,362,59,1,0.61,2.5,4.828571428571428
254,751530,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,59.0,361,437,2,4.25,1.0,4.809338521400778
255,752424,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,110.0,0,114,1,1.11,1.0,4.670588235294118
256,752515,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,51.0,319,209,2,2.04,1.0,4.689075630252101
258,754678,0,1,Cortes,Centro,Entire apartment,Entire home/apt,3.0,5.0,135.0,330,259,1,2.58,2.0,4.817142857142857
259,755535,0,1,Arcos,San Blas - Canillejas,Private room in apartment,Private room,1.0,2.0,21.0,349,16,4,0.17,1.5,4.8
260,755587,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,59.0,319,389,2,3.83,1.0,4.869918699186992
261,756707,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,71.0,259,174,6,1.7,1.0,4.859375
262,759575,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,5.0,91.0,66,58,1,0.6,2.0,4.725
263,760482,1,1,Castillejos,Tetuán,Entire apartment,Entire home/apt,3.0,5.0,163.0,231,92,4,0.91,2.0,4.767123287671233
264,761095,0,0,Rejas,San Blas - Canillejas,Entire apartment,Entire home/apt,2.0,2.0,85.0,365,36,3,0.4,2.0,4.107142857142857
265,761098,0,0,Rejas,San Blas - Canillejas,Entire serviced apartment,Entire home/apt,1.0,1.0,57.0,1,27,3,0.43,1.0,4.190476190476191
266,761159,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,59.0,318,418,2,4.06,1.0,4.902127659574468
267,761195,0,0,Rejas,San Blas - Canillejas,Entire serviced apartment,Entire home/apt,1.0,1.0,57.0,365,202,3,2.1,1.0,4.341176470588235
268,762701,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,105.0,192,40,7,0.4,1.0,4.428571428571429
269,763214,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,63.0,288,91,1,1.02,1.0,4.655737704918033
270,766160,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,55.0,364,354,3,3.87,1.0,4.644688644688645
271,768311,0,1,Palacio,Centro,Entire loft,Entire home/apt,1.0,3.0,59.0,1,152,1,1.51,1.0,4.830188679245283
272,769210,0,1,Piovera,Hortaleza,Private room in apartment,Private room,4.0,1.0,34.0,88,22,1,0.28,2.0,4.315789473684211
273,770883,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,5.0,76.0,365,7,3,0.08,1.5,3.5
275,773608,1,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,31.0,14,41,3,0.4,1.0,4.848484848484849
276,773990,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,47.0,334,214,8,2.1,1.0,4.532467532467533
279,779960,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,73.0,170,162,4,1.9,1.0,4.79646017699115
280,780397,0,0,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,3.0,6.0,149.0,2,22,1,0.22,2.0,4.5625
281,781012,1,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,35.0,364,32,1,0.38,1.0,4.846153846153846
282,783647,0,1,Costillares,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,22.0,322,20,2,0.32,1.0,4.777777777777778
283,785834,1,1,Casa de Campo,Moncloa - Aravaca,Private room in apartment,Private room,1.0,1.0,21.0,365,20,4,0.2,1.0,5.0
284,793618,0,1,Palacio,Centro,Entire apartment,Entire home/apt,3.0,4.0,203.0,197,330,1,3.34,3.5,4.826291079812207
286,795877,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,58.0,365,52,1,0.53,1.0,4.323529411764706
287,797030,0,1,Simancas,San Blas - Canillejas,Entire apartment,Entire home/apt,2.0,2.0,46.0,232,234,1,2.3,2.0,4.7631578947368425
288,798091,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,90.0,289,246,1,2.43,1.0,4.81767955801105
289,804681,0,1,Timón,Barajas,Private room in house,Private room,4.0,1.0,28.0,0,1,2,0.02,2.0,5.0
290,814586,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,2.0,82.0,350,143,2,1.44,1.0,4.791666666666667
293,814870,1,0,Jerónimos,Retiro,Private room in apartment,Private room,1.0,1.0,20.0,259,33,3,0.33,2.0,4.68
294,817184,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,60.0,289,245,4,2.46,1.0,4.596685082872928
295,821860,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,0.0,59.0,365,386,2,4.24,1.0,4.833333333333333
296,828095,0,1,Salvador,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,32.0,364,4,1,0.06,1.0,5.0
297,831616,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,65.0,335,36,1,0.36,1.0,4.708333333333333
298,832102,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,45.0,364,9,1,0.11,1.0,3.888888888888889
299,833871,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,56.0,288,183,4,1.82,1.0,4.6141732283464565
300,834562,1,1,Timón,Barajas,Entire apartment,Entire home/apt,4.0,7.0,93.0,122,184,1,1.9,2.5,4.852713178294573
301,834675,0,0,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,2.0,26.0,89,123,1,1.38,1.5,4.770833333333333
303,838698,1,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,2.0,25.0,364,519,3,5.29,2.0,4.672330097087379
304,838712,1,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,1.0,21.0,150,216,3,2.14,2.0,4.747126436781609
305,840561,0,1,Ciudad Universitaria,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,1.0,114.0,0,6,1,0.06,1.0,4.0
306,842078,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,66.0,362,31,1,0.31,1.0,4.6
307,844856,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,10.0,90,42,1,0.74,1.0,4.666666666666667
308,846558,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,50.0,76,559,1,5.59,1.0,4.689095127610209
311,849939,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,0.0,24.0,0,17,1,0.17,1.0,4.571428571428571
312,851311,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,0.0,65.0,226,34,1,0.5,1.0,4.916666666666667
313,853804,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,95.0,173,50,1,0.62,1.0,4.743589743589744
314,855155,0,0,Campamento,Latina,Private room in apartment,Private room,1.0,1.0,30.0,365,12,2,0.17,1.0,5.0
315,856669,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,70.0,12,92,3,0.92,2.0,4.53125
317,859800,0,0,Rejas,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,48.0,0,2,1,0.04,1.0,5.0
318,862462,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,51.0,289,288,3,2.95,1.0,4.755208333333333
319,862752,0,1,Delicias,Arganzuela,Private room in apartment,Private room,1.0,1.0,33.0,89,125,1,1.44,1.0,4.942028985507246
320,864488,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,47.0,238,319,1,3.16,1.0,4.720588235294118
321,867629,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,3.0,211.0,365,35,10,0.54,2.0,4.636363636363637
322,868776,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,53.0,114,237,2,2.42,1.0,4.427480916030534
323,869674,0,1,Embajadores,Centro,Entire house,Entire home/apt,2.0,1.0,101.0,365,1,3,0.01,1.0,5.0
324,871387,0,0,Universidad,Centro,Entire loft,Entire home/apt,1.0,2.0,100.0,179,189,1,2.04,1.0,4.708609271523179
325,874029,1,1,Salvador,San Blas - Canillejas,Private room in apartment,Private room,1.0,2.0,30.0,199,80,1,0.93,1.0,4.880597014925373
327,884856,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,0.0,46.0,288,5,1,0.05,1.5,4.5
328,886019,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,3.0,6.0,105.0,208,53,1,0.54,1.5,4.825
329,888289,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,113.0,43,323,6,3.29,1.0,4.841004184100418
330,891946,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,80.0,0,6,1,0.06,1.0,5.0
331,892100,1,1,Comillas,Carabanchel,Entire apartment,Entire home/apt,1.0,1.0,63.0,364,150,1,1.88,1.0,4.849624060150376
332,892453,1,0,Lucero,Latina,Private room in house,Private room,1.0,1.0,14.0,37,10,3,0.1,1.0,4.9
333,893056,0,1,Cortes,Centro,Room in aparthotel,Private room,1.0,3.0,29.0,362,1,12,0.04,1.0,5.0
335,893195,0,1,Recoletos,Salamanca,Entire serviced apartment,Entire home/apt,1.0,2.0,50.0,328,3,12,0.07,1.0,4.666666666666667
336,896209,0,1,Castilla,Chamartín,Entire apartment,Entire home/apt,1.0,4.0,50.0,295,51,4,0.52,1.0,4.45
338,901897,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,132.0,349,95,2,1.12,2.0,4.82089552238806
339,902946,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,1.0,51.0,0,68,1,0.75,1.0,4.549019607843137
340,903707,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,64.0,104,75,2,0.76,1.0,4.8
341,904741,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,96.0,341,320,20,3.26,1.0,4.692
342,904769,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,322,329,20,3.41,1.0,4.689516129032258
343,904775,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,98.0,344,297,20,3.08,2.0,4.732456140350878
344,912617,0,1,Concepción,Ciudad Lineal,Private room in apartment,Private room,1.0,0.0,110.0,349,1,1,0.06,0.0,4.0
345,913536,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,35.0,0,13,3,0.19,1.0,5.0
346,914057,0,1,Palomeras Sureste,Puente de Vallecas,Private room in apartment,Private room,1.0,0.0,21.0,349,30,1,0.42,1.0,4.5
347,919430,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,19.0,365,46,4,0.47,1.0,4.032258064516129
348,922397,0,0,Goya,Salamanca,Entire apartment,Entire home/apt,1.0,0.0,60.0,198,73,2,0.75,1.0,4.5636363636363635
349,923140,1,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,130.0,354,125,1,1.35,1.0,4.983050847457627
350,923645,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,1.0,3.0,94.0,1,12,8,0.13,1.0,4.363636363636363
351,925250,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,48.0,359,444,13,4.57,1.0,4.748618784530387
352,925339,0,1,Universidad,Centro,Entire loft,Entire home/apt,2.0,3.0,50.0,134,147,5,1.5,1.0,4.735042735042735
353,926653,1,1,Cortes,Centro,Entire loft,Entire home/apt,1.0,2.0,64.0,172,421,14,4.25,1.0,4.794952681388013
355,933326,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,100.0,70,84,1,0.86,1.0,4.793103448275862
356,936157,0,0,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,129.0,328,37,1,0.38,2.5,4.818181818181818
358,938506,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,4.0,45.0,323,6,6,0.06,2.0,4.0
359,940649,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,70.0,0,95,1,0.97,1.5,4.882352941176471
360,944555,1,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,76.0,53,252,2,2.57,1.0,4.894117647058824
361,945003,0,1,Universidad,Centro,Private room in apartment,Private room,3.0,5.0,40.0,365,3,4,0.05,1.0,3.0
363,948963,1,0,Puerta del Angel,Latina,Private room in house,Private room,1.0,1.0,21.0,89,212,3,2.17,1.0,4.837349397590361
364,958020,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,81.0,354,284,1,2.9,1.0,4.766990291262136
367,977261,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,22.0,26,10,2,0.1,2.0,4.75
368,979312,0,0,Arapiles,Chamberí,Private room in apartment,Private room,1.0,1.0,35.0,365,1,1,0.01,1.0,5.0
369,981016,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,102.0,253,15,8,0.15,1.0,4.214285714285714
370,981368,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,32.0,0,2,8,0.04,1.0,5.0
371,981369,0,1,Trafalgar,Chamberí,Entire serviced apartment,Entire home/apt,2.0,3.0,92.0,13,24,8,0.25,2.0,4.470588235294118
372,983019,1,0,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,32.0,1,25,2,0.26,1.0,4.722222222222222
373,983410,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,1.0,1.0,40.0,78,384,1,3.92,1.0,4.680645161290323
374,985160,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,66.0,288,19,1,0.19,1.0,4.933333333333334
376,1003602,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,0.0,70.0,289,389,3,3.97,1.0,4.630662020905923
377,1007532,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,48.0,355,323,53,3.31,1.0,4.3392070484581495
378,1018471,0,1,Valdefuentes,Hortaleza,Private room in apartment,Private room,1.0,1.0,30.0,365,5,1,0.05,1.0,5.0
379,1020785,1,1,Gaztambide,Chamberí,Private room in apartment,Private room,1.0,1.0,30.0,363,45,1,0.67,1.0,4.714285714285714
381,1037715,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,80.0,91,43,1,0.54,1.0,4.666666666666667
382,1038867,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,45.0,10,400,3,4.09,1.0,4.678200692041522
383,1039376,0,1,Casco Histórico de Barajas,Barajas,Entire apartment,Entire home/apt,1.0,1.0,47.0,288,2,1,0.04,1.0,5.0
384,1039454,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,1.0,3.0,104.0,364,9,8,0.1,1.0,3.5
386,1050948,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,2.0,46.0,220,128,4,1.33,1.0,4.763440860215054
387,1052457,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,50.0,166,62,4,0.69,1.0,4.578947368421052
388,1053180,1,0,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,70.0,365,180,1,1.89,1.0,4.672413793103448
389,1053662,0,0,Rios Rosas,Chamberí,Private room in apartment,Private room,1.0,1.0,30.0,74,13,1,0.14,1.0,4.416666666666667
390,1055724,0,1,Arapiles,Chamberí,Private room in apartment,Private room,1.0,2.0,30.0,0,14,1,0.37,2.0,4.666666666666667
391,1056151,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,70.0,359,203,1,2.09,1.0,4.76978417266187
392,1057560,0,0,Palacio,Centro,Entire apartment,Entire home/apt,3.0,5.0,101.0,312,169,1,1.76,2.0,4.63302752293578
393,1059084,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,79.0,363,8,1,0.09,1.0,3.8333333333333335
394,1065075,0,1,Arapiles,Chamberí,Private room in apartment,Private room,1.0,1.0,22.0,358,3,1,0.04,1.5,4.666666666666667
395,1065714,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,35.0,345,462,53,4.75,1.0,4.479041916167665
396,1065918,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,44.0,334,434,53,4.53,1.0,4.424242424242424
397,1067941,0,1,Almenara,Tetuán,Entire house,Entire home/apt,2.0,2.0,100.0,139,41,2,0.46,2.0,4.617647058823529
398,1069174,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,75.0,350,213,1,2.21,1.0,4.733766233766234
399,1075749,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,5.0,101.0,0,75,1,0.78,1.0,4.526315789473684
400,1075890,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,135.0,365,5,2,0.06,1.0,3.5
401,1079119,0,0,Almagro,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,102.0,363,18,1,0.19,1.0,4.785714285714286
402,1079722,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,1.0,46.0,139,147,4,1.51,1.0,4.872549019607843
403,1082218,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,76.0,288,218,6,2.27,1.0,4.762589928057554
404,1082942,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,54.0,250,11,1,0.16,1.0,4.888888888888889
405,1085217,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,29.0,1,30,1,0.31,1.0,4.904761904761905
406,1085898,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,127.0,180,20,5,0.25,1.0,4.909090909090909
407,1086124,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,85.0,143,18,5,0.2,1.0,4.785714285714286
409,1090988,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,2.0,39.0,140,138,4,1.43,1.0,4.756756756756757
410,1091639,1,1,Chopera,Arganzuela,Private room in apartment,Private room,1.0,1.0,30.0,89,152,1,1.81,1.0,4.755905511811024
411,1092967,0,1,Embajadores,Centro,Entire loft,Entire home/apt,1.0,1.0,50.0,80,79,1,1.03,1.0,4.660377358490566
415,1112289,1,0,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,2.0,25.0,357,73,3,0.76,Nan,4.66
416,1113817,0,0,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,139.0,0,2,1,0.02,1.0,5.0
418,1120286,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,21.0,134,15,5,0.17,3.0,4.2
420,1128626,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,336,171,1,1.79,1.0,4.484210526315789
422,1130788,1,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,24.0,11,4,2,0.08,1.0,5.0
424,1146228,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,53.0,258,14,1,0.15,1.0,3.2222222222222223
425,1152744,0,0,Palacio,Centro,Private room in house,Private room,1.0,1.0,54.0,365,16,1,0.2,1.0,4.2727272727272725
426,1153128,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,0.0,44.0,304,20,1,0.21,1.5,4.866666666666666
430,1162707,0,0,Gaztambide,Chamberí,Private room in apartment,Private room,1.0,1.0,32.0,349,128,2,1.34,1.0,4.7745098039215685
431,1168731,1,1,San Andrés,Villaverde,Entire apartment,Entire home/apt,1.0,1.0,70.0,335,15,2,0.18,1.0,4.8
433,1176241,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,0.0,45.0,138,7,1,0.09,1.0,3.75
434,1177790,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,2.0,48.0,226,7,1,0.09,1.0,4.25
435,1182242,1,0,Pacífico,Retiro,Entire apartment,Entire home/apt,3.0,4.0,160.0,139,144,1,1.51,1.0,4.904761904761905
436,1184735,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,107.0,149,88,6,0.96,1.0,4.875
437,1186878,0,0,Comillas,Carabanchel,Private room in apartment,Private room,1.0,1.0,21.0,0,151,1,1.79,1.0,4.614583333333333
438,1198047,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,65.0,227,105,4,1.14,1.0,4.6716417910447765
439,1206122,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,1.0,3.0,104.0,349,16,8,0.19,1.0,4.333333333333333
440,1209383,0,1,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,2.0,35.0,363,10,1,0.17,1.5,4.0
441,1209661,1,1,Delicias,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,83.0,298,343,1,3.7,2.0,4.69140625
442,1214008,0,1,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,19.0,88,54,1,0.58,1.0,4.6
443,1220946,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,349,208,3,2.18,1.0,4.595890410958904
444,1227155,1,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,43.0,364,81,1,0.93,1.0,4.787234042553192
446,1230570,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,4.0,86.0,120,29,2,0.33,1.0,4.7368421052631575
447,1234836,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,39.0,356,357,53,3.75,1.0,4.286885245901639
449,1248292,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,75.0,121,212,3,2.26,1.0,4.613333333333333
451,1251520,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,32.0,0,72,3,1.02,2.0,4.637931034482759
453,1254955,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,2.0,55.0,289,49,1,0.53,1.0,4.578947368421052
454,1255811,0,1,Delicias,Arganzuela,Private room in apartment,Private room,4.0,5.0,81.0,107,114,2,1.35,2.0,4.714285714285714
455,1256157,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,89.0,0,55,1,0.58,1.0,4.738095238095238
456,1256570,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,35.0,1,23,2,0.25,1.0,4.928571428571429
457,1262589,0,1,Universidad,Centro,Entire apartment,Entire home/apt,4.0,4.0,40.0,0,106,8,1.29,1.0,4.213333333333333
458,1263062,0,1,Delicias,Arganzuela,Private room in apartment,Private room,1.0,1.0,43.0,364,330,2,4.05,1.0,4.837837837837838
459,1263329,0,1,Delicias,Arganzuela,Private room in condominium,Private room,1.0,0.0,44.0,90,333,2,3.49,1.0,4.830601092896175
460,1266548,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,48.0,283,260,20,2.74,1.0,4.655339805825243
461,1267730,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,317,190,3,2.0,1.0,4.585365853658536
462,1272747,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,51.0,250,221,20,2.38,1.0,4.706214689265536
463,1273055,0,0,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,100.0,105,14,1,0.15,1.0,4.6
464,1274889,0,1,Almagro,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,62.0,134,35,2,0.37,1.0,4.923076923076923
465,1275293,0,1,San Juan Bautista,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,2.0,80.0,363,53,1,0.78,2.0,4.761904761904762
466,1281843,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,60.0,15,1,2,0.03,1.0,5.0
467,1289823,0,1,Casco Histórico de Vicálvaro,Vicálvaro,Entire loft,Entire home/apt,1.0,3.0,41.0,321,153,1,1.65,1.5,4.71
468,1296584,0,0,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,48.0,0,6,1,0.14,1.0,4.5
469,1297217,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,344,349,23,3.67,1.0,4.720588235294118
470,1298830,0,1,Atocha,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,51.0,348,444,1,4.69,1.0,4.7052980132450335
